line_no,image file,doc_no,type,date,place,shelfmark,names_int,names_comp,image no.
146,,,,,,,Stölzel,,
147,,,,,,,Uber (Mme),,
148,,,,,,,Schmotys,,
149,,,,,,,Lemi (Mlle),,
150,,,,,,,Pichon,,
151,,,,,,,Rubin,,
152,,,,,,,Hallein,,
153,,,,,,,Uber,,
154,,,,,,,Deutsch,,
155,,,,,,,Gürtler,,
156,pyr_079,029,Concert,18391222,"Luzern, Theater",BRb.27.2,Nicolini,"Auber, Daniel-François-Esprit",
157,,,,,,,Schneider (Mme),,
158,,,,,,,Stölzel,,
159,,,,,,,Eggers (Mme),,
160,,,,,,,Pichon,,
161,,,,,,,Korres,,
162,,,,,,,Rubin,,
163,,,,,,,Uber,,
164,pyr_080,030,Concert,18391226,"Luzern, Theater",BRb.27.2,Eggers (Mme),"Kreutzer, Conradin",
165,,,,,,,Nicolini,,
166,,,,,,,Pichon,,
167,,,,,,,Geissler,,
168,,,,,,,Uber,,
169,,,,,,,Rubin,,
170,,,,,,,Deutsch,,
171,,,,,,,Korres,,
172,,,,,,,Unger,,
173,pyr_081,031,Concert,18400202,"Luzern, Theater",BRb.27.2,"Theater- und Musikliebhabergesellschaft, Luzern","Boieldieu, Adrien",
174,pyr_082,032,Concert,18400209,"Luzern, Theater",BRb.27.2,"Theater- und Musikliebhabergesellschaft, Luzern","Boieldieu, Adrien",
175,pyr_083,033,Concert,18400517,"Luzern, Theater",BRb.27.2,"Theater- und Musikliebhabergesellschaft, Luzern","Boieldieu, Adrien",
176,pyr_084,034,Concert,18400908,"Luzern, Theater",BRb.27.2,Brassin,"Bellini, Vincenzo",
177,,,,,,,Correggio,,
178,,,,,,,Cramer,,
179,,,,,,,Niclas (Mme),,
180,,,,,,,Erdmann (Mlle),,
181,,,,,,,Schnürlein (Mlle),,
182,,,,,,,"Schneider, Albert",,
183,,,,,,,"Schneider, Eduard",,
184,pyr_085,035,Concert,18400915,"Luzern, Theater",BRb.27.2,Brassin,"Hérold, Ferdinand",
185,,,,,,,Jauss,,
186,,,,,,,Niclas (Mme),,
187,,,,,,,Correggio,,
188,,,,,,,Erdmann (Mlle),,
189,,,,,,,Kaibel,,
190,,,,,,,Feuerstacke,,
191,,,,,,,Rauch,,
192,pyr_086,036,Concert,18400918,"Luzern, Theater",BRb.27.2,Brassin,"Kreutzer, Conradin",
193,,,,,,,Jauss,,
194,,,,,,,Niclas (Mme),,
195,,,,,,,Tietz,,
196,,,,,,,Kaibel,,
197,,,,,,,Cramer,,
198,,,,,,,Rauch,,
199,pyr_087,037,Concert,18400922,"Luzern, Theater",BRb.27.2,Brassin,"Adam, Adolphe",
200,,,,,,,Erdmann (Mlle),,
201,,,,,,,Kaibel,,
202,,,,,,,Dettler (Mlle),,
203,,,,,,,Rauch,,
204,pyr_088,038,Concert,18400925,"Luzern, Theater",BRb.27.2,Brassin,"Mozart, Wolfgang Amadeus",
205,,,,,,,Cramer,,
206,,,,,,,Niclas (Mme),,
207,,,,,,,Behringer,,
208,,,,,,,Brassin (Mme),,
209,,,,,,,Kaibel,,
210,,,,,,,Erdmann (Mlle),,
211,,,,,,,Feuerstacke,,
212,,,,,,,Kühtz,,
213,pyr_089,038,Concert,18401001,"Luzern, Theater",BRb.27.2,Correggio,"Auber, Daniel-François-Esprit",
214,,,,,,,Behringer,,
215,,,,,,,Kaibel,,
216,,,,,,,Erdmann (Mlle),,
217,,,,,,,"Birch-Pfeiffer, Charlotte",,
218,,,,,,,Cramer,,
219,,,,,,,Tietz,,
220,,,,,,,Söhnlein (Mlle),,
221,,,,,,,Eglau,,
222,pyr_090,039,Concert,18401008,"Luzern, Theater",BRb.27.2,Behringer,"Auber, Daniel-François-Esprit",
223,,,,,,,Brassin,,
224,,,,,,,Erdmann (Mlle),,
225,,,,,,,Niclas (Mme),,
226,,,,,,,Correggio,,
227,,,,,,,Cramer,,
228,,,,,,,Rauch,,
229,,,,,,,"Birch-Pfeiffer, Charlotte",,
230,,,,,,,Kaibel,,
231,,,,,,,Süss,,
232,,,,,,,Tietz,,
233,,,,,,,Brassin (Mme),,
234,,,,,,,Cramer (Mlle),,
235,,,,,,,Dettler (Mlle),,
236,,,,,,,Dickmann (Mlle),,
237,,,,,,,Rauch (Mlle),,
238,,,,,,,Schneider (Mme),,
239,,,,,,,Söhnlein (Mlle),,
240,,,,,,,Schnürlein (Mlle),,
241,,,,,,,Feuerstacke,,
242,,,,,,,Eglau,,
243,pyr_091,040,Concert,18401011,"Luzern, Theater",BRb.27.2,Behringer,"Auber, Daniel-François-Esprit",
244,,,,,,,Brassin,,
245,,,,,,,Erdmann (Mlle),,
246,,,,,,,Niclas (Mme),,
247,,,,,,,Correggio,,
248,,,,,,,Cramer,,
249,,,,,,,Rauch,,
250,,,,,,,"Birch-Pfeiffer, Charlotte",,
251,,,,,,,Kaibel,,
252,,,,,,,Süss,,
253,,,,,,,Tietz,,
254,,,,,,,Brassin (Mme),,
255,,,,,,,Cramer (Mlle),,
256,,,,,,,Dettler (Mlle),,
257,,,,,,,Dickmann (Mlle),,
258,,,,,,,Rauch (Mlle),,
259,,,,,,,Schneider (Mme),,
260,,,,,,,Söhnlein (Mlle),,
261,,,,,,,Schnürlein (Mlle),,
262,,,,,,,Feuerstacke,,
263,,,,,,,Eglau,,
264,pyr_092,041,Concert,18401016,"Luzern, Theater",BRb.27.2,Brassin (Mme),"Weber, Carl Maria von",
265,,,,,,,Cramer (Mlle),,
266,,,,,,,Schneider (Mme),,
267,,,,,,,Cramer,,
268,,,,,,,Reissner,,
269,,,,,,,Niclas (Mme),,
270,,,,,,,Erdmann (Mlle),,
271,,,,,,,Engelmann (Mme),,
272,,,,,,,Keller,,
273,,,,,,,Kaibel,,
274,,,,,,,"Birch-Pfeiffer, Charlotte",,
275,,,,,,,Rauch (Mlle),,
276,,,,,,,Kühtz,,
277,,,,,,,Rauch,,
278,,,,,,,Eglau,,
279,,,,,,,Behringer,,
280,,,,,,,Brassin,,
281,pyr_093,042,Concert,18410916,"Luzern, Theater",BRb.27.2,"Kiunka, Heinrich","Weigl, Joseph",
282,,,,,,,Denemy,,
283,,,,,,,Albiny,,
284,,,,,,,Schwab (Mlle),,
285,,,,,,,Miller (Mlle),,
286,,,,,,,Freiberg,,
287,,,,,,,Haas,,
288,,,,,,,Fontaine,,
289,pyr_094,043,Concert,18410924,"Luzern, Theater",BRb.27.2,Miller (Mlle),"Donizetti, Gaetano",
290,,,,,,,Herwegh (Mme),,
291,,,,,,,Freiberg,,
292,,,,,,,"Kiunka, Heinrich",,
293,,,,,,,"Maschek, Ernst",,
294,pyr_095,044,Concert,18411002,"Luzern, Theater",BRb.27.2,Herwegh (Mme),"Fioravanti, Valentino",
295,,,,,,,"Kiunka, Heinrich",,
296,,,,,,,Freiberg,,
297,,,,,,,Schwab (Mlle),,
298,,,,,,,Albiny,,
299,,,,,,,Haas,,
300,pyr_096,045,Concert,18411007,"Luzern, Theater",BRb.27.2,Freiberg,"Mozart, Wolfgang Amadeus",
301,,,,,,,Albiny,,
302,,,,,,,Haas,,
303,,,,,,,Burmeister,,
304,,,,,,,Fontaine,,
305,,,,,,,Heintke,,
306,,,,,,,Miller (Mlle),,
307,,,,,,,Schwab (Mlle),,
308,,,,,,,"Kiunka, Heinrich",,
309,,,,,,,Herwegh (Mme),,
310,,,,,,,Miller,,
311,,,,,,,Maschek (Mme),,
312,,,,,,,Braun,,
313,,,,,,,Havock (Mlle),,
314,,,,,,,Miller (Mme),,
315,pyr_097,046,Concert,18411015,"Luzern, Theater",BRb.27.2,Miller (Mlle),"Boieldieu, Adrien",
316,,,,,,,Braun,,
317,,,,,,,Freiberg,,
318,,,,,,,Herwegh (Mme),,
319,,,,,,,"Kiunka, Heinrich",,
320,,,,,,,Havock (Mlle),,
321,pyr_098,047,Concert,18411030,"Luzern, Theater",BRb.27.2,"Maschek, Ernst","Beethoven, Ludwig van",
322,,,,,,,Miller (Mme),"Rossini, Gioachino",
323,,,,,,,Miller (Mlle),"Prume, François-Hubert",
324,,,,,,,Lampart,"Haydn, Joseph",
325,,,,,,,,"Küffner, Joseph",
326,pyr_099,048,Concert,18411128,"Luzern, Marianischer Saal im Jesuitengymnasium",BRb.27.2,"Theater- und Musikliebhabergesellschaft, Luzern","Weber, Carl Maria von",
327,,,,,,,,"Kreutzer, Conradin",
328,,,,,,,,"Herz, Henri",
329,,,,,,,,"Lafont, Charles Philippe",
330,,,,,,,,"Rossini, Gioachino",
331,,,,,,,,"Stern, J.",
332,pyr_100,049,Concert,18420106,"Luzern, Marianischer Saal im Jesuitengymnasium",BRb.27.2,"Theater- und Musikliebhabergesellschaft, Luzern","Kalliwoda, Johann Wenzel",
333,,,,,,,,"Maschek, Ernst",
334,,,,,,,,"Mozart, Wolfgang Amadeus",
335,,,,,,,,"Bellini, Vincenzo",
336,,,,,,,,"Ferling, Franz Wilhelm",
337,pyr_101,050,Concert,18420220,"Luzern, Marianischer Saal im Jesuitengymnasium",BRb.27.2,Maschek (Mme),"Kreutzer, Conradin",
338,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Proch, Heinrich",
339,,,,,,,,"Schubert, Franz",
340,,,,,,,,"Kalliwoda, Johann Wenzel",
341,,,,,,,,"Boieldieu, Adrien",
342,,,,,,,,"Zöllner, Andreas",
343,,,,,,,,"Mozart, Wolfgang Amadeus",
344,,,,,,,,"Thalberg, Sigismund",
345,pyr_103,051,Concert,18420328,"Luzern, Theater",BRb.27.2,"Maschek, Ernst","Lortzing, Albert",
346,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
347,pyr_104,052,Concert,18420403,"Luzern, Theater",BRb.27.2,"Theater- und Musikliebhabergesellschaft, Luzern","Lortzing, Albert",
348,pyr_105,,,,,,,,
349,pyr_106,,,,,,,,
350,pyr_107,053,Concert,18420410,"Luzern, Theater",BRb.27.2,"Theater- und Musikliebhabergesellschaft, Luzern","Lortzing, Albert",
351,pyr_108,054,Concert,18421013,"Luzern, Theater",BRb.27.2,Teimer,"Paër, Ferdinando",
352,,,,,,,"Miller, Fanny",,
353,,,,,,,"Miller, Friederike",,
354,,,,,,,Haedrich,,
355,,,,,,,"Kiunka, Heinrich",,
356,,,,,,,"Albiny, Maria",,
357,,,,,,,Braun,,
358,,,,,,,Lücke,,
359,,,,,,,Havock (Mlle),,
360,,,,,,,Bötzow,,
361,,,,,,,Jehle,,
362,,,,,,,Clef,,
363,,,,,,,Bourget,,
364,,,,,,,Burmeister,,
365,,,,,,,Engelbert,,
366,,,,,,,"Clef, A. (Mlle)",,
367,,,,,,,"Clef, Doris",,
368,,,,,,,Clef (Mme),,
369,,,,,,,Lücke (Mme),,
370,,,,,,,"Miller, Fanny",,
371,,,,,,,Miller (Mme),,
372,pyr_109,055,Concert,18421021,"Luzern, Theater",BRb.27.2,Braun,"Méhul, Etienne-Nicolas",
373,,,,,,,Haedrich,,
374,,,,,,,Burmeister,,
375,,,,,,,Teimer,,
376,,,,,,,Clef,,
377,,,,,,,Bötzow,,
378,,,,,,,Jehle,,
379,,,,,,,Bourget,,
380,,,,,,,Lücke,,
381,,,,,,,Engelbert,,
382,,,,,,,Müller,,
383,,,,,,,Weber,,
384,,,,,,,Miller (Mlle),,
385,,,,,,,"Kiunka, Heinrich",,
386,pyr_110,056,Concert,18421027,"Luzern, Theater",BRb.27.2,Clef,"Müller, Wenzel",
387,,,,,,,Burmeister,,
388,,,,,,,Bötzow,,
389,,,,,,,"Kiunka, Heinrich",,
390,,,,,,,Clef (Mme),,
391,,,,,,,"Clef, Doris",,
392,,,,,,,Teimer,,
393,,,,,,,Lücke,,
394,,,,,,,"Albiny, Maria",,
395,,,,,,,Haedrich,,
396,,,,,,,Braun,,
397,,,,,,,Miller (Mme),,
398,,,,,,,"Miller, Friederike",,
399,,,,,,,"Miller, Fanny",,
400,,,,,,,"Miller, Richard",,
401,,,,,,,Burmeister (Mme),,
402,,,,,,,Jehle,,
403,,,,,,,"Clef, Ad. (Mlle)",,
404,,,,,,,Borget,,
405,,,,,,,Havock (Mlle),,
406,,,,,,,Lücke (Mme),,
407,,,,,,,Kiunka (Mme),,
408,pyr_111,057,Concert,18421103,"Luzern, Theater",BRb.27.2,Haedrich,"Adam, Adolphe",
409,,,,,,,Jehle,,
410,,,,,,,Teimer,,
411,,,,,,,Lücke,,
412,,,,,,,Clef,,
413,,,,,,,Burmeister,,
414,,,,,,,Bötzow,,
415,,,,,,,Miller (Mlle),,
416,,,,,,,Bourget,,
417,,,,,,,Lücke (Mme),,
418,pyr_112,058,Concert,18421117,"Luzern, Theater",BRb.27.2,Braun,"Gläser, Franz",
419,,,,,,,Haedrich,,
420,,,,,,,Lücke,,
421,,,,,,,Clef,,
422,,,,,,,Kohl,,
423,,,,,,,Teimer,,
424,,,,,,,"Albiny, Maria",,
425,,,,,,,Havock (Mlle),,
426,,,,,,,"Clef, Ad. (Mlle)",,
427,,,,,,,"Clef, Doris",,
428,,,,,,,Kiunka (Mme),,
429,,,,,,,Lücke (Mme),,
430,,,,,,,"Miller, Fanny",,
431,,,,,,,Bourget,,
432,,,,,,,Burmeister,,
433,,,,,,,Bötzow,,
434,,,,,,,Jehle,,
435,,,,,,,"Kiunka, Heinrich",,
436,pyr_113,059,Concert,18421122,"Luzern, Theater",BRb.27.2,Teimer,"Eberwein, Carl",
437,,,,,,,Lücke,,
438,,,,,,,Clef,,
439,,,,,,,Burmeister,,
440,,,,,,,Clef (Mme),,
441,,,,,,,"Albiny, Maria",,
442,,,,,,,Haedrich,,
443,,,,,,,Bötzow,,
444,,,,,,,Jehle,,
445,,,,,,,"Clef, Doris",,
446,,,,,,,Kohl,,
447,,,,,,,Bourget,,
448,,,,,,,"Miller, Richard",,
449,,,,,,,Braun,,
450,pyr_114,060,Concert,18421128,"Luzern, Theater",BRb.27.2,Teimer,"Weber, Carl Maria von",
451,,,,,,,"Kiunka, Heinrich",,
452,,,,,,,"Miller, Friederike",,
453,,,,,,,Havock (Mlle),,
454,,,,,,,Braun,,
455,,,,,,,Haedrich,,
456,,,,,,,Burmeister,,
457,,,,,,,Clef,,
458,,,,,,,Kohl,,
459,,,,,,,"Miller, Fanny",,
460,,,,,,,"Clef, Doris",,
461,,,,,,,"Clef, Ad. (Mlle)",,
462,,,,,,,Lücke (Mme),,
463,,,,,,,"Albiny, Maria",,
464,,,,,,,Kiunka (Mme),,
465,,,,,,,Miller (Mme),,
466,,,,,,,Clef (Mme),,
467,,,,,,,Jehle,,
468,,,,,,,Bourget,,
469,,,,,,,Bötzow,,
470,,,,,,,"Miller, Richard",,
471,pyr_115,061,Concert,18421201,"Luzern, Theater",BRb.27.2,"Kiunka, Heinrich","Bellini, Vincenzo",
472,,,,,,,Braun,,
473,,,,,,,Haedrich,,
474,,,,,,,Teimer,,
475,,,,,,,Jehle,,
476,,,,,,,Havock (Mlle),,
477,,,,,,,"Miller, Fanny",,
478,,,,,,,Bötzow,,
479,,,,,,,Bourget,,
480,,,,,,,Burmeister,,
481,,,,,,,Clef,,
482,,,,,,,Kohl,,
483,,,,,,,Lücke,,
484,,,,,,,Clef (Mme),,
485,,,,,,,Kiunka (Mme),,
486,,,,,,,Miller (Mme),,
487,,,,,,,"Clef, Ad. (Mlle)",,
488,,,,,,,"Clef, Doris",,
489,,,,,,,Lücke (Mme),,
490,,,,,,,"Miller, Friederike",,
491,pyr_116,062,Concert,18430101,"Luzern, Theater",BRb.27.2,"Theater- und Musikliebhabergesellschaft, Luzern","Weigl, Joseph",
492,pyr_117,063,Concert,18430108,"Luzern, Theater",BRb.27.2,"Theater- und Musikliebhabergesellschaft, Luzern","Weigl, Joseph",
493,pyr_118,064,Concert,18430402,"Luzern, Marianischer Saal im Jesuitengymnasium",BRb.27.2,"Theater- und Musikliebhabergesellschaft, Luzern","Beethoven, Ludwig van",
494,,,,,,,,"Weber, Carl Maria von",
495,,,,,,,,"Aiblinger, Johann Caspar",
496,,,,,,,,"Kreutzer, Conradin",
497,,,,,,,,"Herz, Henri",
498,,,,,,,,"Donizetti, Gaetano",
499,pyr_119,065,Concert,18430516,"Luzern, Theater",BRb.27.2,"Stöger Heinefetter, Eva","Beethoven, Ludwig van",
500,,,,,,,,"Rossini, Gioachino",
501,,,,,,,,"Diabelli, Anton",
502,,,,,,,,"Lachner, Franz",
503,,,,,,,,"Henselt, Adolph von",
504,,,,,,,,"Schubert, Franz",
505,,,,,,,,"Proch, Heinrich",
506,pyr_120,066,Concert,18430709,"Luzern, Theater",BRb.27.2,"Theater- und Musikliebhabergesellschaft, Luzern","Lortzing, Albert",
507,pyr_121,,,,,,,,
508,pyr_122,067,Concert,18430713,"Luzern, Theater",BRb.27.2,Collin,"Beethoven, Ludwig van",
509,,,,,,,Puschmann,,
510,,,,,,,Sowade,,
511,,,,,,,Pechatschek,,
512,,,,,,,Mehr (Mlle),,
513,,,,,,,Curt,,
514,,,,,,,Unger,,
515,,,,,,,Greiner,,
516,,,,,,,Mehr,,
517,,,,,,,Bürger,,
518,,,,,,,Schenk,,
519,,,,,,,Rudolphi,,
520,,,,,,,"Hammermeister, Nina",,
521,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
522,pyr_123,068,Concert,18430714,"Luzern, Theater",BRb.27.2,Greiner,,
523,,,,,,,Franz (Mlle) jun.,,
524,,,,,,,Greiner (Mme),,
525,,,,,,,Mehr (Mlle),,
526,,,,,,,Kurt,,
527,,,,,,,Sowade,,
528,,,,,,,Puschmann,,
529,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
530,pyr_124,069,Concert,18430716,"Luzern, Theater",BRb.27.2,Puschmann,"Donizetti, Gaetano",
531,,,,,,,Collin,,
532,,,,,,,Mehr (Mlle),,
533,,,,,,,"Hammermeister, Nina",,
534,,,,,,,Sowade,,
535,,,,,,,Franz (Mlle) jun.,,
536,,,,,,,Kurt,,
537,,,,,,,Pechatschek,,
538,,,,,,,Bürger,,
539,,,,,,,Unger,,
540,,,,,,,Greiner,,
541,,,,,,,Mehr,,
542,,,,,,,Woltes,,
543,,,,,,,Müller sen.,,
544,,,,,,,Müller jun.,,
545,,,,,,,Schenk,,
546,,,,,,,Reichert (Mlle),,
547,,,,,,,Müller (Mlle),,
548,,,,,,,Zankel (Mlle),,
549,,,,,,,Franz (Mlle) sen.,,
550,,,,,,,Unger (Mme),,
551,,,,,,,Greiner (Mme),,
552,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
553,pyr_125,070,Concert,18430718,"Luzern, Theater",BRb.27.2,Mehr (Mlle),"Donizetti, Gaetano",
554,,,,,,,Sowade,,
555,,,,,,,Collin,,
556,,,,,,,Puschmann,,
557,,,,,,,Franz (Mlle) sen.,,
558,,,,,,,Greiner,,
559,,,,,,,Reichert (Mlle),,
560,,,,,,,Müller (Mlle),,
561,,,,,,,Zankel (Mlle),,
562,,,,,,,Franz (Mlle) jun.,,
563,,,,,,,Unter,,
564,,,,,,,Mehr,,
565,,,,,,,Kurt,,
566,,,,,,,Schenk,,
567,,,,,,,Müller jun.,,
568,,,,,,,Rudolphi,,
569,,,,,,,Bürger,,
570,,,,,,,Schmid,,
571,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
572,pyr_126,071,Concert,18430721,"Luzern, Theater",BRb.27.2,Müller,"Meyerbeer, Giacomo",
573,,,,,,,"Hammermeister, Nina",,
574,,,,,,,Sowade,,
575,,,,,,,Puschmann,,
576,,,,,,,Wolters,,
577,,,,,,,Kurt,,
578,,,,,,,Collin,,
579,,,,,,,Schenk,,
580,,,,,,,Unger,,
581,,,,,,,Franz (Mlle) jun.,,
582,,,,,,,Pechatschek,,
583,,,,,,,Mehr,,
584,,,,,,,Müller jun.,,
585,,,,,,,Hartig,,
586,,,,,,,Noss,,
587,,,,,,,Rudolphi,,
588,,,,,,,Greiner (Mme),,
589,,,,,,,Bürger (Mme),,
590,,,,,,,Franz (Mlle) sen.,,
591,,,,,,,Reichert (Mlle),,
592,,,,,,,Müller (Mlle),,
593,,,,,,,Meier (Mlle),,
594,,,,,,,Zankel (Mlle),,
595,,,,,,,Unger (Mme),,
596,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
597,pyr_127,072,Concert,18430723,"Luzern, Theater",BRb.27.2,Sowade,Köhler,
598,,,,,,,Reichert (Mlle),,
599,,,,,,,Müller sen.,,
600,,,,,,,Müller jun.,,
601,,,,,,,Mehr,,
602,,,,,,,Rudolphi,,
603,,,,,,,Noss,,
604,,,,,,,Hartig,,
605,,,,,,,Unger (Mme),,
606,,,,,,,Zankel (Mlle),,
607,,,,,,,Franz (Mlle) sen.,,
608,,,,,,,Franz (Mlle) jun.,,
609,,,,,,,Pechatschek,,
610,,,,,,,Müller (Mlle),,
611,,,,,,,Wolters,,
612,,,,,,,Kurt,,
613,,,,,,,Greiner,,
614,,,,,,,Unger,,
615,,,,,,,Meier,,
616,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
617,pyr_128,073,Concert,18430726,"Luzern, Theater",BRb.27.2,Collin,"Beethoven, Ludwig van",
618,,,,,,,Puschmann,,
619,,,,,,,Sowade,,
620,,,,,,,"Hammermeister, Nina",,
621,,,,,,,Pechatschek,,
622,,,,,,,Mehr (Mlle),,
623,,,,,,,Kurt,,
624,,,,,,,Unger,,
625,,,,,,,Greiner,,
626,,,,,,,Mehr,,
627,,,,,,,Müller sen.,,
628,,,,,,,Müller jun.,,
629,,,,,,,Rudolphi,,
630,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
631,pyr_129,074,Concert,18430728,"Luzern, Theater",BRb.27.2,"Hammermeister, Nina","Bellini, Vincenzo",
632,,,,,,,Sowade,,
633,,,,,,,Puschmann,,
634,,,,,,,Mehr (Mlle),,
635,,,,,,,Franz (Mlle) jun.,,
636,,,,,,,Kurt,,
637,,,,,,,"Unger, Kl.",,
638,,,,,,,Unger,,
639,,,,,,,Mehr,,
640,,,,,,,Meier,,
641,,,,,,,Schenk,,
642,,,,,,,Müller,,
643,,,,,,,Bürger,,
644,,,,,,,Pechatschek,,
645,,,,,,,Greiner,,
646,,,,,,,Reichert (Mlle),,
647,,,,,,,Zankel (Mlle),,
648,,,,,,,Franz (Mlle) sen.,,
649,,,,,,,Müller (Mlle),,
650,,,,,,,Bürger (Mme),,
651,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
652,pyr_130,075,Concert,18430730,"Luzern, Theater",BRb.27.2,Kurt,"Weber, Carl Maria von",
653,,,,,,,Pechatschek,,
654,,,,,,,"Hammermeister, Nina",,
655,,,,,,,Puschmann,,
656,,,,,,,Sowade,,
657,,,,,,,Greiner,,
658,,,,,,,Collin,,
659,,,,,,,Unger,,
660,,,,,,,Franz (Mlle) sen.,,
661,,,,,,,Franz (Mlle) jun.,,
662,,,,,,,Zankel (Mlle),,
663,,,,,,,Reichert (Mlle),,
664,,,,,,,Müller (Mlle),,
665,,,,,,,Unger (Mme),,
666,,,,,,,Greiner (Mme),,
667,,,,,,,Bürger (Mme),,
668,,,,,,,Müller jun.,,
669,,,,,,,Mehr,,
670,,,,,,,Meier,,
671,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
672,pyr_131,076,Concert,18430802,"Luzern, Theater",BRb.27.2,Puschmann,"Schenk, Johann Baptist",
673,,,,,,,Mehr (Mlle),"Bellini, Vincenzo",
674,,,,,,,Pechatschek,,
675,,,,,,,Kurt,,
676,,,,,,,Unger (Mme),,
677,,,,,,,Unger,,
678,,,,,,,"Schmidt, Karl",,
679,,,,,,,Mehr,,
680,,,,,,,Schmotys,,
681,,,,,,,Sowade,,
682,,,,,,,"Hammermeister, Nina",,
683,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
684,pyr_132,077,Concert,18430804,"Luzern, Theater",BRb.27.2,Sowade,"Auber, Daniel-François-Esprit",
685,,,,,,,Collin,,
686,,,,,,,Franz (Mlle) jun.,,
687,,,,,,,Kurt,,
688,,,,,,,Puschmann,,
689,,,,,,,Mehr (Mlle),,
690,,,,,,,Pechatschek,,
691,,,,,,,Unger,,
692,,,,,,,Meier,,
693,,,,,,,Müller sen.,,
694,,,,,,,Greiner,,
695,,,,,,,Müller jun.,,
696,,,,,,,Schmotys,,
697,,,,,,,Mehr,,
698,,,,,,,Reichert (Mlle),,
699,,,,,,,Franz (Mlle) sen.,,
700,,,,,,,Müller (Mlle),,
701,,,,,,,Zankel (Mlle),,
702,,,,,,,Unger (Mme),,
703,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
704,pyr_133,078,Concert,18430806,"Luzern, Theater",BRb.27.2,Reichert (Mlle),"Kreutzer, Conradin",
705,,,,,,,Collin,,
706,,,,,,,Sowade,,
707,,,,,,,Pechatschek,,
708,,,,,,,Greiner,,
709,,,,,,,Mehr (Mlle),,
710,,,,,,,Kurt,,
711,,,,,,,Unger,,
712,,,,,,,Schenk,,
713,,,,,,,Müller,,
714,,,,,,,Mehr,,
715,,,,,,,Rudolphi,,
716,,,,,,,Schmotys,,
717,,,,,,,Puschmann,,
718,,,,,,,Müller (Mlle),,
719,,,,,,,Müller jun.,,
720,,,,,,,Franz (Mlle) sen.,,
721,,,,,,,Hartig,,
722,,,,,,,Noss,,
723,,,,,,,Greiner (Mme),,
724,,,,,,,Franz (Mlle) jun.,,
725,,,,,,,"Greiner, Ludwig",,
726,,,,,,,"Müller, Heinrich",,
727,,,,,,,"Müller, Florint.",,
728,,,,,,,"Unger, Pl.",,
729,,,,,,,Müller sen.,,
730,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
731,pyr_134,079,Concert,18430808,"Luzern, Theater",BRb.27.2,Puschmann,"Bellini, Vincenzo",
732,,,,,,,Mehr (Mlle),,
733,,,,,,,"Hammermeister, Nina",,
734,,,,,,,Sowade,,
735,,,,,,,Collin,,
736,,,,,,,Greiner,,
737,,,,,,,Unger,,
738,,,,,,,Mehr,,
739,,,,,,,Schmotys,,
740,,,,,,,Kurt,,
741,,,,,,,Müller sen.,,
742,,,,,,,Müller jun.,,
743,,,,,,,Pechatschek,,
744,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
745,pyr_135,080,Concert,18430811,"Luzern, Theater",BRb.27.2,Mehr (Mlle),"Kreutzer, Conradin",
746,,,,,,,Sowade,,
747,,,,,,,Collin,,
748,,,,,,,Puschmann,,
749,,,,,,,Pechatschek,,
750,,,,,,,Greiner,,
751,,,,,,,Unger,,
752,,,,,,,Bürger,,
753,,,,,,,Mehr,,
754,,,,,,,Müller sen.,,
755,,,,,,,Müller jun.,,
756,,,,,,,Rudolphi,,
757,,,,,,,Noss,,
758,,,,,,,Hartig,,
759,,,,,,,Reichert (Mlle),,
760,,,,,,,Müller (Mlle),,
761,,,,,,,Franz (Mlle) sen.,,
762,,,,,,,Zankel (Mlle),,
763,,,,,,,Franz (Mlle) jun.,,
764,,,,,,,Unger (Mme),,
765,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
766,pyr_136,081,Concert,18430813,"Luzern, Theater",BRb.27.2,Greiner,Salzmann,
767,,,,,,,Franz (Mlle) jun.,,
768,,,,,,,Reichert (Mlle),,
769,,,,,,,Müller (Mlle),,
770,,,,,,,Schmotys,,
771,,,,,,,Unger (Mme),,
772,,,,,,,Müller sen.,,
773,,,,,,,Kurt,,
774,,,,,,,Pechatschek,,
775,,,,,,,Unger,,
776,,,,,,,Müller jun.,,
777,,,,,,,Collin,,
778,,,,,,,Mehr (Mlle),,
779,,,,,,,Greiner (Mme),,
780,,,,,,,Mehr,,
781,,,,,,,Meier,,
782,,,,,,,Franz (Mlle) sen.,,
783,,,,,,,Zankel (Mlle),,
784,,,,,,,"Opern- und Schauspielgesellschaft, Bern",,
